Country,location,category,codes,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,headline_percent
Italy,Basilicata,workplace,IT,1,1,0,2,1,0,-2,5,-19,-19,-3,-2,-2,1,-0,1,0,2,-17,-19,-23,-11,-25,-32,-36,-45,-49,-54,-53,-54,-58,-58,-60,-61,-61,-59,-65,-67,-68,-69,-66,-63,-58,-57.99999999999999
Italy,Basilicata,residential,IT,-1,-1,-0,-1,1,-0,0,-2,2,4,2,3,3,2,1,0,1,1,4,7,9,7,9,13,15,20,22,22,20,23,24,25,26,27,25,22,28,28,29,31,30,27,22,22
Italy,Calabria,retail_recr,IT,3,-1,-1,-6,-4,-2,-5,0,-2,-4,-13,-9,-10,-4,1,-1,-5,-5,-7,-16,-22,-31,-26,-42,-56,-71,-75,-81,-89,-76,-78,-79,-80,-80,-85,-94,-80,-82,-85,-85,-81,-84,-94,-94
Italy,Calabria,grocery_pharm,IT,2,-1,-2,-1,1,-1,1,9,20,7,-4,-1,-3,-1,1,3,-3,2,7,-1,0,0,-0,-2,-22,-32,-40,-47,-66,-46,-51,-50,-53,-50,-55,-92,-53,-56,-62,-60,-51,-55,-92,-92
Italy,Calabria,parks,IT,32,18,13,-2,4,7,-1,27,13,27,-8,-12,-13,10,44,20,-12,1,3,-13,-37,-33,-16,-28,-43,-60,-59,-72,-79,-65,-67,-71,-73,-73,-84,-88,-76,-76,-82,-82,-78,-84,-85,-85
Italy,Calabria,transit,IT,8,5,5,0,3,0,0,2,-5,-7,-14,-15,-21,-14,-13,-12,-16,-17,-19,-28,-34,-40,-40,-47,-58,-66,-70,-75,-83,-79,-78,-79,-79,-82,-83,-89,-84,-81,-84,-84,-84,-84,-90,-90
Italy,Calabria,workplace,IT,-1,1,1,0,-1,0,1,5,-5,-12,-6,-4,-5,-0,-1,0,-4,-2,-19,-21,-21,-10,-27,-35,-42,-53,-58,-59,-55,-61,-63,-65,-66,-66,-65,-66,-68,-70,-72,-71,-69,-65,-63,-63
Italy,Calabria,residential,IT,-1,-0,-0,0,1,1,1,-0,2,3,3,4,4,2,1,1,2,2,5,7,8,7,10,14,18,22,25,24,20,25,25,27,27,29,26,23,28,28,30,30,30,27,22,22
Italy,Campania,retail_recr,IT,1,-1,-0,-2,0,0,-1,-1,-1,-2,-10,-6,-6,-3,-11,-8,-7,-5,-6,-14,-22,-29,-26,-44,-55,-70,-75,-83,-91,-77,-78,-79,-80,-81,-84,-94,-82,-82,-84,-85,-82,-85,-94,-94
Italy,Campania,grocery_pharm,IT,-1,-1,-1,-2,-1,1,5,7,18,-2,-6,-1,-1,2,-1,-0,-1,2,4,-1,4,0,2,-1,-17,-27,-33,-42,-61,-43,-45,-46,-48,-45,-49,-79,-52,-52,-56,-57,-48,-51,-78,-78
Italy,Campania,parks,IT,30,3,7,-4,4,6,17,29,2,17,-14,-4,-9,12,-16,-16,-16,-9,-1,-25,-29,-20,-23,-43,-49,-65,-71,-81,-88,-76,-76,-77,-79,-81,-85,-92,-84,-82,-84,-86,-84,-86,-91,-91
Italy,Campania,transit,IT,17,5,5,2,6,8,10,17,-5,-7,-11,-15,-16,-5,-14,-10,-11,-9,-17,-27,-28,-29,-37,-50,-59,-68,-73,-78,-85,-78,-79,-79,-80,-81,-82,-89,-83,-82,-84,-85,-84,-83,-89,-89
Italy,Campania,workplace,IT,1,1,2,1,1,-0,0,3,-16,-20,-11,-16,-16,-10,-2,-3,-2,-1,-16,-18,-14,-8,-25,-34,-42,-51,-57,-59,-61,-62,-65,-65,-66,-67,-64,-68,-70,-71,-72,-73,-71,-66,-67,-67
Italy,Campania,residential,IT,-2,-1,-1,-0,-1,-1,-1,-2,3,5,4,5,5,2,2,2,2,1,5,7,7,6,10,15,18,23,26,24,22,27,28,28,30,31,26,24,30,30,31,33,33,27,23,23
Italy,Emilia-Romagna,retail_recr,IT,1,1,1,1,2,1,2,-7,-7,-11,-18,-12,-11,-13,-26,-14,-12,-13,-16,-17,-22,-37,-34,-44,-50,-68,-73,-84,-90,-73,-76,-77,-78,-79,-86,-96,-79,-80,-83,-85,-83,-88,-96,-96
Italy,Emilia-Romagna,grocery_pharm,IT,6,2,1,0,-0,2,10,25,33,1,-9,-6,-5,1,-5,-6,-6,-4,-5,-1,5,7,-4,-5,-11,-17,-18,-37,-56,-31,-36,-38,-39,-33,-46,-94,-39,-43,-46,-51,-40,-50,-94,-94
Italy,Emilia-Romagna,parks,IT,39,14,6,12,19,11,22,29,25,24,-16,3,12,4,-39,-25,-20,-6,-13,-9,-8,26,-21,-23,-20,-51,-61,-78,-72,-60,-62,-67,-73,-77,-86,-91,-78,-79,-82,-85,-83,-86,-88,-88
Italy,Emilia-Romagna,transit,IT,5,5,2,2,5,4,8,-3,-18,-23,-31,-29,-28,-23,-38,-31,-31,-30,-32,-34,-31,-33,-45,-50,-54,-63,-68,-76,-80,-70,-72,-73,-75,-76,-80,-88,-78,-77,-80,-82,-81,-82,-88,-88
Italy,Emilia-Romagna,workplace,IT,-0,4,1,1,1,0,1,-0,-13,-15,-15,-15,-15,-16,-8,-10,-13,-13,-14,-15,-18,-13,-20,-27,-32,-40,-46,-57,-53,-50,-55,-56,-57,-58,-62,-64,-64,-66,-68,-71,-70,-66,-65,-65
Italy,Emilia-Romagna,residential,IT,-2,-1,0,-0,-1,-0,-0,0,6,7,8,7,7,5,6,6,7,7,8,8,8,7,12,16,18,23,27,26,22,26,29,30,31,33,28,24,32,34,35,37,38,29,24,24
Italy,Friuli-Venezia Giulia,retail_recr,IT,5,-0,5,1,3,2,-1,-5,-5,-9,-14,-9,-7,-10,-34,-12,-7,-7,-9,-15,-13,-16,-21,-37,-48,-71,-76,-85,-90,-76,-77,-79,-79,-80,-87,-96,-80,-81,-83,-85,-83,-87,-95,-95
Italy,Friuli-Venezia Giulia,grocery_pharm,IT,5,1,2,1,1,2,4,15,26,3,-7,-4,-5,-1,-13,-5,-2,0,1,-1,3,9,1,9,-6,-13,-18,-38,-55,-31,-34,-37,-36,-30,-45,-95,-39,-41,-45,-46,-37,-47,-94,-94
Italy,Friuli-Venezia Giulia,parks,IT,36,3,22,12,19,21,49,21,22,3,-18,5,14,16,-71,-21,-11,-3,2,-21,25,41,1,-21,-24,-57,-69,-77,-77,-58,-59,-66,-69,-78,-84,-92,-76,-77,-81,-83,-82,-84,-90,-90
Italy,Friuli-Venezia Giulia,transit,IT,12,1,4,1,3,7,16,11,-20,-23,-26,-22,-21,-16,-40,-29,-24,-23,-24,-28,-16,-7,-31,-41,-48,-60,-67,-72,-75,-68,-69,-71,-72,-73,-76,-84,-75,-74,-77,-79,-77,-77,-83,-83
Italy,Friuli-Venezia Giulia,workplace,IT,1,0,2,1,1,0,0,1,-18,-18,-18,-14,-14,-12,-9,-13,-13,-13,-13,-14,-14,-5,-16,-21,-27,-37,-45,-56,-48,-51,-54,-54,-56,-57,-59,-57,-62,-63,-64,-69,-68,-63,-59,-59
Italy,Friuli-Venezia Giulia,residential,IT,-1,0,-0,-0,-1,-1,-1,-0,5,7,7,6,6,4,9,7,6,6,6,8,5,3,8,13,17,22,27,26,22,26,28,29,30,32,27,24,31,32,34,36,37,28,24,24
Italy,Lazio,retail_recr,IT,6,1,2,-2,2,1,4,1,2,1,-8,-4,-3,-2,-17,-12,-7,-5,-10,-16,-18,-23,-28,-44,-53,-72,-77,-84,-90,-76,-79,-80,-80,-81,-86,-94,-80,-82,-83,-85,-83,-86,-94,-94
Italy,Lazio,grocery_pharm,IT,1,0,-0,-3,1,0,2,8,18,7,-3,-0,-0,-0,-6,-7,-1,4,6,2,4,4,2,-2,-15,-25,-32,-43,-55,-39,-43,-46,-46,-45,-53,-76,-47,-49,-50,-55,-49,-53,-76,-76
Italy,Lazio,parks,IT,37,13,11,-2,21,21,40,28,17,12,-7,-0,5,13,-40,-29,-24,-8,-7,-15,-3,11,-24,-37,-38,-63,-69,-79,-82,-74,-77,-77,-79,-81,-86,-91,-84,-84,-84,-87,-85,-87,-90,-90
Italy,Lazio,transit,IT,8,3,2,0,5,6,11,9,-3,-7,-10,-9,-7,-6,-22,-13,-14,-11,-22,-26,-23,-30,-39,-52,-60,-70,-75,-77,-82,-79,-80,-81,-82,-81,-81,-87,-83,-84,-84,-86,-84,-82,-88,-88
Italy,Lazio,workplace,IT,1,2,1,1,1,1,2,2,-3,-3,-0,1,1,1,-3,1,0,1,-15,-16,-8,-8,-25,-36,-44,-55,-60,-56,-55,-64,-67,-68,-69,-68,-61,-62,-71,-72,-73,-74,-72,-62,-62,-62
Italy,Lazio,residential,IT,-3,-1,-0,0,-1,-1,-2,-2,1,1,2,2,1,-0,3,2,2,1,6,8,5,4,11,17,21,28,31,24,22,30,32,32,33,34,26,24,33,34,35,37,37,27,24,24
Italy,Liguria,retail_recr,IT,0,-5,1,-1,1,7,1,-2,-2,-8,-10,-9,1,-16,-22,-26,-1,-3,-20,-4,-13,-21,-31,-39,-50,-70,-73,-82,-88,-73,-75,-78,-78,-78,-86,-94,-78,-80,-82,-83,-81,-86,-94,-94
Italy,Liguria,grocery_pharm,IT,3,-4,1,0,2,7,6,15,24,4,-4,-4,2,-4,-8,-23,4,2,-10,5,3,4,-8,-2,-15,-26,-30,-43,-56,-39,-40,-44,-45,-39,-52,-78,-46,-48,-51,-54,-47,-53,-80,-80
Italy,Liguria,parks,IT,-10,-20,19,10,20,50,42,-8,15,9,2,5,66,-20,-42,-47,22,20,-36,41,32,3,-42,-24,-41,-69,-67,-77,-81,-67,-67,-71,-73,-73,-87,-92,-80,-79,-83,-85,-80,-87,-91,-91
Italy,Liguria,transit,IT,2,-2,3,1,4,6,8,-3,-13,-18,-18,-18,-11,-21,-31,-30,-12,-11,-26,-15,-10,-18,-38,-42,-50,-64,-68,-72,-78,-69,-71,-73,-75,-75,-78,-85,-77,-77,-79,-81,-79,-80,-85,-85
Italy,Liguria,workplace,IT,-1,-2,-0,-0,-1,-0,1,-3,-16,-16,-16,-16,-14,-3,-9,-18,-12,-12,-15,-14,-3,-7,-22,-29,-36,-48,-54,-51,-52,-58,-61,-63,-64,-63,-57,-60,-67,-68,-69,-70,-69,-59,-60,-60
Italy,Liguria,residential,IT,0,1,-0,-1,-1,-1,-1,1,5,6,6,6,4,5,6,9,4,4,8,5,3,4,11,14,18,25,28,24,21,26,27,29,30,31,26,23,30,31,32,34,34,26,23,23
Italy,Lombardy,retail_recr,IT,-1,-3,2,2,2,1,-6,-19,-18,-22,-23,-19,-16,-24,-33,-26,-13,-14,-22,-20,-25,-48,-42,-50,-57,-74,-78,-86,-91,-78,-80,-82,-82,-82,-88,-95,-84,-84,-86,-86,-86,-89,-95,-95
Italy,Lombardy,grocery_pharm,IT,2,-2,1,1,-0,1,6,30,27,3,-7,-7,-6,-5,-9,-18,-1,-1,-6,-2,-1,-1,-9,-8,-13,-26,-27,-46,-58,-35,-39,-42,-43,-40,-55,-80,-47,-48,-50,-51,-47,-59,-81,-81
Italy,Lombardy,parks,IT,13,-14,32,19,19,20,37,12,28,8,-5,7,32,-12,-38,-53,16,46,-31,1,54,16,-35,-25,-23,-62,-57,-80,-78,-62,-59,-67,-72,-76,-84,-92,-82,-78,-82,-83,-82,-85,-91,-91
Italy,Lombardy,transit,IT,2,1,4,4,4,3,1,-13,-32,-37,-40,-39,-37,-34,-40,-44,-35,-34,-42,-40,-31,-42,-57,-61,-65,-74,-76,-80,-83,-79,-80,-81,-82,-82,-83,-89,-86,-85,-86,-86,-86,-85,-89,-89
Italy,Lombardy,workplace,IT,-0,-0,1,1,0,0,-1,-2,-22,-23,-23,-23,-24,-20,-14,-20,-19,-19,-21,-22,-19,-19,-31,-38,-43,-52,-58,-63,-57,-63,-65,-66,-67,-68,-67,-65,-74,-74,-75,-77,-77,-70,-65,-65
Italy,Lombardy,residential,IT,-1,0,-0,-1,-1,-0,0,2,9,11,11,10,10,8,7,11,9,8,11,11,7,8,16,20,22,28,31,26,22,30,32,33,34,36,27,24,35,36,37,39,40,28,24,24
Italy,Marche,retail_recr,IT,5,1,2,-0,3,1,1,-1,4,3,-10,-6,-7,-8,-16,-7,-7,-12,-11,-16,-22,-31,-27,-41,-50,-67,-72,-83,-90,-72,-75,-77,-77,-78,-86,-95,-78,-81,-83,-84,-83,-87,-95,-95
Italy,Marche,grocery_pharm,IT,7,1,0,-1,1,0,4,18,25,8,2,-0,-3,1,1,-1,-1,0,0,-2,3,4,-3,-1,-14,-20,-23,-38,-61,-35,-41,-42,-42,-37,-47,-88,-42,-49,-51,-52,-45,-51,-88,-88
Italy,Marche,parks,IT,49,12,14,0,33,14,26,56,22,57,-10,11,5,13,-21,-8,-1,-16,7,-8,-22,1,-14,-30,-28,-54,-63,-80,-82,-67,-68,-73,-72,-78,-87,-92,-82,-83,-84,-85,-86,-88,-91,-91
Italy,Marche,transit,IT,20,5,3,1,6,7,10,18,3,1,-18,-16,-18,-10,-17,-13,-13,-22,-20,-25,-27,-22,-35,-45,-48,-59,-64,-73,-78,-68,-69,-70,-72,-74,-79,-85,-77,-78,-79,-80,-80,-81,-86,-86
Italy,Marche,workplace,IT,-0,1,1,1,1,0,1,2,-1,-4,-12,-11,-11,-13,-4,-2,-2,-12,-13,-14,-18,-12,-20,-26,-32,-40,-48,-59,-56,-54,-57,-58,-59,-61,-64,-64,-67,-69,-71,-73,-73,-67,-64,-64
Italy,Marche,residential,IT,-2,-1,-0,-0,-1,-0,-0,-1,1,2,6,6,6,5,5,3,3,7,7,8,10,8,11,15,18,24,27,28,24,27,29,30,31,33,30,27,33,34,35,38,39,31,26,26
Italy,Molise,retail_recr,IT,9,-1,4,-1,-1,3,0,13,6,7,-5,-2,-0,4,4,-2,2,1,-3,-10,-22,-24,-22,-37,-46,-66,-70,-78,-87,-69,-71,-73,-75,-76,-81,-92,-77,-81,-80,-82,-79,-83,-91,-91
Italy,Molise,grocery_pharm,IT,3,-1,0,-0,-1,1,-0,12,12,2,-3,-1,1,4,4,-1,-1,2,5,0,-0,4,-7,-11,-19,-33,-37,-44,-61,-41,-47,-45,-50,-46,-50,-82,-49,-60,-55,-60,-47,-52,-82,-82
Italy,Molise,parks,IT,63,12,17,-9,-13,8,18,61,9,14,-8,-8,-9,12,6,-17,-4,-15,-4,-20,-28,-13,-19,-40,-36,-61,-61,-72,-75,-66,-62,-70,-74,-75,-80,-84,-79,-79,-81,-83,-78,-82,-84,-84
Italy,Molise,transit,IT,25,6,7,-1,-0,7,10,30,-0,-4,-4,-2,-4,1,-2,1,-1,-4,-16,-21,-25,-18,-27,-37,-45,-58,-61,-65,-74,-63,-65,-66,-68,-72,-72,-82,-75,-78,-76,-80,-77,-76,-80,-80
Italy,Molise,workplace,IT,3,1,3,1,1,-0,0,3,-7,-11,-5,0,0,2,-0,1,1,0,-16,-18,-18,-10,-24,-30,-35,-48,-52,-56,-53,-54,-57,-58,-60,-61,-62,-62,-66,-71,-69,-71,-68,-64,-60,-60
Italy,Molise,residential,IT,-2,-1,-1,-0,-0,-1,-0,-2,0,1,2,1,1,1,2,1,1,1,5,7,9,8,9,13,15,20,23,24,21,23,23,25,26,28,27,NA,29,30,31,32,32,29,NA,28.999999999999996
Italy,Piedmont,retail_recr,IT,1,-1,2,1,2,1,-3,-8,-6,-10,-14,-9,-8,-12,-11,-15,-2,-4,-14,-13,-15,-34,-31,-43,-50,-69,-73,-84,-90,-73,-75,-77,-77,-79,-86,-94,-80,-81,-82,-83,-83,-87,-94,-94
Italy,Piedmont,grocery_pharm,IT,0,1,0,-0,1,1,2,15,23,3,-7,-4,-3,-1,-2,-10,1,1,-3,0,2,5,-2,-7,-14,-23,-26,-44,-61,-35,-38,-42,-41,-37,-51,-82,-45,-46,-49,-49,-45,-54,-82,-82
Italy,Piedmont,parks,IT,5,3,22,15,23,25,28,17,31,3,-12,-2,24,-8,3,-38,21,25,-23,4,26,-2,-19,-21,-19,-57,-51,-77,-78,-58,-56,-61,-65,-71,-82,-91,-79,-77,-80,-80,-80,-83,-89,-89
Italy,Piedmont,transit,IT,7,0,3,0,4,5,5,3,-21,-26,-29,-26,-22,-18,-14,-29,-20,-21,-27,-25,-17,-25,-42,-51,-56,-66,-69,-75,-80,-73,-73,-75,-76,-76,-79,-86,-81,-80,-81,-82,-81,-80,-85,-85
Italy,Piedmont,workplace,IT,1,-0,0,0,0,-0,-3,1,-21,-21,-19,-18,-17,-7,-3,-15,-14,-13,-15,-15,-8,-8,-24,-30,-35,-44,-50,-55,-52,-56,-59,-60,-61,-62,-59,-59,-69,-70,-70,-73,-72,-62,-59,-59
Italy,Piedmont,residential,IT,-1,0,-0,-0,-0,-0,-0,-0,5,7,8,7,7,5,3,7,5,5,7,8,4,6,12,16,19,24,28,26,22,27,29,30,31,33,26,24,33,34,35,36,38,27,23,23
Italy,Sardinia,retail_recr,IT,4,0,-0,-1,1,-1,-2,5,1,4,-7,-3,-3,-2,-3,-8,-4,-1,-4,-11,-18,-19,-27,-41,-53,-69,-73,-81,-88,-74,-76,-77,-77,-78,-84,-93,-77,-79,-80,-81,-81,-83,-94,-94
Italy,Sardinia,grocery_pharm,IT,-0,-0,-0,-1,-1,0,1,6,5,-1,-2,-0,1,1,1,-0,2,4,5,2,3,6,4,3,-19,-27,-31,-40,-60,-39,-42,-45,-46,-42,-48,-82,-45,-48,-50,-50,-48,-47,-92,-92
Italy,Sardinia,parks,IT,32,14,7,0,20,5,23,43,33,74,-6,-6,4,17,-18,-24,-9,8,7,-10,-13,15,-30,-20,-30,-51,-58,-74,-79,-67,-66,-65,-69,-73,-82,-87,-73,-72,-74,-77,-80,-82,-87,-87
Italy,Sardinia,transit,IT,8,3,1,1,5,3,6,19,-3,1,-5,-4,-4,4,0,-8,-9,-3,-15,-20,-23,-16,-35,-41,-50,-60,-64,-69,-75,-70,-72,-72,-72,-72,-76,-81,-74,-74,-74,-75,-77,-76,-81,-81
Italy,Sardinia,workplace,IT,-0,0,1,1,1,-0,-0,3,-12,-17,-4,-0,-0,0,-1,-1,0,1,-15,-16,-19,-6,-24,-30,-37,-46,-51,-54,-48,-54,-57,-57,-58,-59,-59,-54,-61,-62,-62,-63,-64,-59,-56,-56.00000000000001
Italy,Sardinia,residential,IT,-1,-0,0,0,0,0,-0,-2,2,2,2,2,1,0,1,2,2,1,5,6,6,4,10,13,16,21,23,23,20,23,24,24,26,26,25,22,26,26,27,28,29,25,22,22
Italy,Sicily,retail_recr,IT,1,-2,-2,-1,0,-0,-3,1,-1,-1,-11,-8,-8,-7,-4,-4,-7,-8,-7,-12,-21,-31,-25,-43,-51,-68,-74,-80,-90,-75,-78,-78,-78,-80,-84,-96,-80,-82,-86,-82,-82,-83,-95,-95
Italy,Sicily,grocery_pharm,IT,1,-1,-3,-1,0,0,1,8,14,8,-3,-1,-2,-2,-1,-0,-3,-1,4,1,0,-2,1,-2,-17,-27,-35,-41,-63,-42,-49,-49,-49,-46,-52,-94,-51,-55,-65,-52,-50,-51,-93,-93
Italy,Sicily,parks,IT,27,6,14,5,9,19,15,35,12,35,-1,-5,-4,3,27,0,-7,-17,2,-3,-29,-29,-23,-43,-43,-61,-63,-74,-84,-73,-73,-75,-75,-78,-86,-93,-81,-82,-86,-83,-82,-85,-91,-91
Italy,Sicily,transit,IT,7,2,5,3,4,1,4,9,-7,-9,-17,-16,-19,-13,-11,-13,-12,-13,-19,-24,-27,-34,-37,-47,-55,-66,-73,-74,-82,-77,-78,-79,-80,-81,-82,-89,-83,-82,-85,-84,-84,-82,-89,-89
Italy,Sicily,workplace,IT,-1,1,2,0,-1,-2,-3,1,-12,-12,-12,-8,-8,-4,-2,-5,-0,-2,-18,-18,-15,-10,-25,-32,-38,-49,-55,-55,-56,-59,-62,-63,-65,-65,-62,-70,-67,-69,-71,-70,-69,-62,-68,-68
Italy,Sicily,residential,IT,-1,0,0,-0,0,-0,0,-1,3,3,4,4,4,2,1,2,2,2,5,6,7,7,9,14,16,21,24,23,22,25,26,26,27,28,25,26,28,29,30,30,31,25,25,25
Italy,Trentino-South Tyrol,retail_recr,IT,10,5,9,7,8,4,7,13,10,1,-2,-0,-1,-7,-21,-15,-9,-3,-12,-11,-9,-14,-28,-45,-55,-75,-81,-90,-92,-82,-84,-85,-86,-86,-90,-96,-86,-87,-88,-89,-88,-91,-96,-96
Italy,Trentino-South Tyrol,grocery_pharm,IT,11,6,4,6,5,5,8,26,26,15,2,3,-0,-0,-6,-9,-1,1,1,-2,2,4,-2,2,-16,-24,-35,-54,-72,-44,-48,-51,-51,-49,-60,-95,-53,-55,-56,-58,-54,-61,-94,-94
Italy,Trentino-South Tyrol,parks,IT,16,5,26,11,26,13,33,31,38,19,-2,4,10,-3,-45,-36,-19,-0,-24,-10,9,6,-38,-47,-44,-64,-72,-87,-84,-74,-73,-76,-80,-84,-89,-93,-87,-85,-88,-88,-88,-90,-93,-93
Italy,Trentino-South Tyrol,transit,IT,15,4,10,7,11,6,17,24,-3,-12,-16,-12,-12,-9,-27,-14,-9,-2,-21,-21,-9,-8,-34,-41,-47,-62,-69,-80,-80,-73,-73,-74,-77,-78,-80,-87,-79,-77,-80,-80,-81,-81,-86,-86
Italy,Trentino-South Tyrol,workplace,IT,1,1,1,1,-1,-2,-4,-0,-19,-23,-17,-18,-17,-7,-4,0,0,0,-14,-13,-8,-8,-18,-25,-32,-41,-49,-57,-58,-58,-61,-62,-63,-63,-61,-65,-67,-68,-69,-71,-70,-63,-65,-65
Italy,Trentino-South Tyrol,residential,IT,-1,-0,-1,-0,0,-0,-1,-1,4,7,6,6,6,3,6,3,2,1,7,7,4,3,9,13,16,22,27,26,23,28,29,30,32,33,26,25,32,33,34,36,37,27,25,25
Italy,Tuscany,retail_recr,IT,4,1,2,0,2,2,4,1,3,-0,-11,-10,-2,-5,-22,-11,-7,-4,-14,-13,-18,-23,-28,-42,-51,-70,-74,-84,-90,-73,-76,-77,-78,-79,-86,-94,-78,-80,-82,-84,-82,-87,-94,-94
Italy,Tuscany,grocery_pharm,IT,2,3,1,-0,0,1,3,11,25,12,-5,-7,-1,-2,-11,-6,-3,1,-1,1,2,-3,-1,-4,-17,-24,-28,-45,-64,-37,-42,-44,-44,-42,-53,-84,-46,-48,-52,-53,-48,-55,-84,-84
Italy,Tuscany,parks,IT,30,9,21,9,28,28,71,20,20,32,-19,-17,21,18,-58,-34,-18,0,-27,-9,14,13,-34,-26,-31,-68,-65,-74,-82,-69,-69,-74,-75,-76,-84,-92,-82,-81,-84,-86,-83,-84,-91,-91
Italy,Tuscany,transit,IT,11,3,2,0,3,6,15,9,-0,-6,-15,-14,-8,-7,-30,-14,-14,-11,-26,-26,-23,-21,-38,-45,-52,-64,-66,-72,-78,-69,-71,-73,-74,-74,-78,-85,-78,-77,-79,-81,-80,-79,-85,-85
Italy,Tuscany,workplace,IT,1,1,1,1,0,0,1,0,-0,-1,-2,-1,0,1,-4,-0,-0,0,-13,-14,-15,-8,-19,-27,-34,-44,-50,-57,-54,-53,-57,-57,-59,-59,-61,-61,-65,-67,-68,-71,-70,-65,-62,-62
Italy,Tuscany,residential,IT,-2,-0,-0,-0,-1,-1,-2,-0,0,1,3,3,1,1,6,3,2,1,7,7,6,5,10,15,18,25,28,25,23,26,28,29,31,32,27,25,32,33,34,37,37,28,25,25
Italy,Umbria,retail_recr,IT,4,-0,1,-0,2,2,2,-1,3,-0,-8,-5,-2,-3,-17,-10,-6,-6,-9,-15,-19,-27,-24,-40,-50,-68,-74,-83,-91,-74,-76,-78,-79,-79,-86,-95,-79,-81,-82,-83,-82,-87,-95,-95
Italy,Umbria,grocery_pharm,IT,6,2,1,0,0,2,4,14,20,9,-1,-0,1,2,-1,-3,-0,4,4,2,6,8,0,2,-16,-23,-28,-41,-64,-38,-44,-45,-46,-42,-50,-91,-46,-51,-53,-52,-47,-53,-89,-89
Italy,Umbria,parks,IT,39,19,26,2,14,18,56,32,35,20,-11,2,12,25,-32,-22,-17,-5,-5,-14,-2,7,-7,-22,-27,-55,-58,-69,-78,-60,-60,-66,-67,-70,-78,-87,-73,-74,-76,-77,-76,-80,-86,-86
Italy,Umbria,transit,IT,22,5,6,3,4,8,16,26,4,1,-6,-5,-1,0,-11,-9,-8,-4,-14,-19,-17,-6,-25,-36,-40,-56,-59,-68,-73,-65,-65,-66,-68,-69,-74,-81,-74,-74,-73,-75,-75,-76,-81,-81
Italy,Umbria,workplace,IT,1,1,1,1,0,1,1,1,1,1,-0,0,1,1,-4,1,2,2,-13,-13,-14,-7,-18,-25,-31,-42,-47,-55,-52,-53,-56,-56,-58,-58,-60,-60,-64,-66,-66,-68,-67,-63,-61,-61
Italy,Umbria,residential,IT,-3,-1,-1,-0,-1,-2,-2,-1,-0,1,2,2,0,1,4,2,2,2,6,7,7,6,9,14,17,23,26,25,23,26,28,29,30,30,27,25,31,32,33,35,35,29,25,25
Italy,Veneto,retail_recr,IT,5,-1,4,3,5,4,-3,-16,-12,-11,-15,-11,-10,-13,-30,-19,-11,-8,-12,-14,-16,-31,-30,-39,-48,-70,-76,-85,-91,-76,-77,-79,-79,-80,-88,-96,-80,-80,-83,-84,-83,-88,-96,-96
Italy,Veneto,grocery_pharm,IT,4,2,1,0,2,2,8,17,28,3,-7,-5,-4,-1,-8,-9,-2,-2,-1,0,2,8,-0,1,-6,-13,-16,-37,-61,-30,-34,-37,-35,-29,-47,-96,-37,-39,-43,-44,-37,-52,-95,-95
Italy,Veneto,parks,IT,48,11,28,23,33,36,48,17,14,9,-6,2,10,-2,-65,-40,-21,3,-15,-9,8,12,-22,-30,-37,-62,-68,-84,-82,-69,-68,-72,-75,-78,-88,-93,-79,-78,-82,-84,-82,-87,-91,-91
Italy,Veneto,transit,IT,27,6,7,7,10,13,17,8,-22,-26,-29,-29,-28,-26,-42,-36,-33,-27,-32,-33,-27,-26,-45,-50,-55,-66,-71,-80,-82,-75,-76,-77,-78,-79,-84,-89,-81,-79,-81,-83,-83,-84,-89,-89
Italy,Veneto,workplace,IT,1,1,1,1,1,0,1,-1,-18,-19,-17,-15,-15,-16,-10,-13,-13,-12,-13,-14,-16,-11,-19,-23,-27,-37,-45,-57,-53,-51,-54,-55,-56,-57,-62,-62,-63,-64,-65,-69,-69,-65,-63,-62
Italy,Veneto,residential,IT,-2,-0,-0,-1,-1,-1,-1,2,6,7,7,7,6,5,8,7,7,5,6,7,5,5,10,14,16,22,27,26,23,26,29,29,30,32,28,25,31,33,33,36,38,28,25,25
Spain,andalusia,retail_recr,ES,6,0,-1,-0,1,3,4,10,4,3,5,19,-13,-1,4,0,0,2,2,2,2,10,-0,-0,-2,-7,-28,-61,-87,-79,-84,-85,-85,-87,-92,-94,-85,-87,-87,-87,-88,-92,-94,-94
Spain,andalusia,grocery_pharm,ES,4,-0,-0,-0,0,0,2,14,1,5,6,23,-60,11,10,4,4,4,4,2,1,10,2,11,13,22,32,-6,-55,-34,-46,-46,-48,-48,-57,-78,-50,-54,-55,-56,-54,-59,-81,-81
Spain,andalusia,parks,ES,17,10,6,7,10,14,38,28,28,19,22,32,77,30,10,-2,4,14,2,12,24,22,10,13,12,2,-20,-48,-78,-70,-74,-74,-75,-78,-87,-90,-77,-78,-78,-77,-79,-85,-88,-88
